[189/15000][epoch 22] Loss_D: -8.214008; Loss_G: -1.048815; Batch time: 1.167759s; Full time: 0.062791h
[190/15000][epoch 22] Loss_D: -8.349861; Loss_G: -2.954073; Batch time: 1.134592s; Full time: 0.063178h
[191/15000][epoch 22] Loss_D: -8.163665; Loss_G: -1.413111; Batch time: 1.133404s; Full time: 0.063493h
[192/15000][epoch 22] Loss_D: -8.140895; Loss_G: -3.526714; Batch time: 1.121013s; Full time: 0.063805h
[193/15000][epoch 23] Loss_D: -8.069038; Loss_G: -2.179813; Batch time: 1.161577s; Full time: 0.064127h
[194/15000][epoch 23] Loss_D: -8.533281; Loss_G: -2.011791; Batch time: 1.136585s; Full time: 0.064443h
[195/15000][epoch 23] Loss_D: -8.350278; Loss_G: 2.237386; Batch time: 1.136189s; Full time: 0.064759h
[196/15000][epoch 23] Loss_D: -8.025220; Loss_G: -3.066974; Batch time: 1.135710s; Full time: 0.065074h
[197/15000][epoch 23] Loss_D: -8.837967; Loss_G: -12.071215; Batch time: 1.145149s; Full time: 0.065392h
[198/15000][epoch 23] Loss_D: -8.383173; Loss_G: 3.942008; Batch time: 1.138189s; Full time: 0.065708h
[199/15000][epoch 23] Loss_D: -8.080952; Loss_G: 1.626714; Batch time: 1.141261s; Full time: 0.066026h
[200/15000][epoch 23] Loss_D: -7.986898; Loss_G: -0.066493; Batch time: 1.128466s; Full time: 0.066412h
[201/15000][epoch 24] Loss_D: -7.896930; Loss_G: -0.861385; Batch time: 1.145507s; Full time: 0.066730h
[202/15000][epoch 24] Loss_D: -8.154357; Loss_G: -1.961997; Batch time: 1.126668s; Full time: 0.067043h
[203/15000][epoch 24] Loss_D: -8.310892; Loss_G: -3.785406; Batch time: 1.141659s; Full time: 0.067360h
[204/15000][epoch 24] Loss_D: -8.051294; Loss_G: -0.187146; Batch time: 1.145810s; Full time: 0.067678h
[205/15000][epoch 24] Loss_D: -7.583379; Loss_G: -0.509248; Batch time: 1.136971s; Full time: 0.067994h
[206/15000][epoch 24] Loss_D: -7.517457; Loss_G: 0.082099; Batch time: 1.132828s; Full time: 0.068309h
[207/15000][epoch 24] Loss_D: -7.702014; Loss_G: -3.239939; Batch time: 1.137473s; Full time: 0.068625h
[208/15000][epoch 24] Loss_D: -7.514673; Loss_G: -1.610172; Batch time: 1.128889s; Full time: 0.068939h
[209/15000][epoch 24] Loss_D: -7.708513; Loss_G: -2.392504; Batch time: 1.075297s; Full time: 0.069238h
[210/15000][epoch 25] Loss_D: -8.031450; Loss_G: 3.733736; Batch time: 1.214898s; Full time: 0.069636h
